course_id,title,platform,subscribers
enfant-developpement,Développement psychologique de l'enfant,c,107
songwriting-lyrics,Songwriting: Writing the Lyrics,c,176
python-plotting,"Applied Plotting, Charting & Data Representation in Python",c,858
systems-thinking,Systems Thinking In Public Health,c,144
excel-advanced,Excel Skills for Business: Advanced,c,800
neuroeconomics,Introduction to Neuroeconomics: How the Brain Makes Decisions,c,279
community-organizing,Community Organizing for Social Justice,c,32
nand2tetris2,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),c,93
global-financial-crisis,The Global Financial Crisis,c,409
upravleniya-proektami-agile-scrum,Agile и Scrum в работе над проектами и продуктами,c,44
renewable-energy-entrepreneurship,Renewable Energy and Green Building Entrepreneurship,c,388
the-cycle,The Cycle: Management of Successful Arts and Cultural Organizations,c,108
privacy-law-data-protection,Privacy Law and Data Protection,c,64
building-modern-python-applications-on-aws,Building Modern Python Applications on AWS,c,1
digital-business-models,Digital Business Models,c,109
everyday-excel-part-2,"Everyday Excel, Part 2",c,40
cloud-infrastructure-design-process,Reliable Google Cloud Infrastructure: Design and Process,c,549
introduction-to-computer-programming,Introduction to Computer Programming,c,138
big-data-essentials,"Big Data Essentials: HDFS, MapReduce and Spark RDD",c,126
dermatology,Dermatology: Trip to skin,c,77
sustainable-tourism,Sustainable Tourism – promoting environmental public health,c,242
contact-tracing-for-covid-19,Population Health During A Pandemic: Contact Tracing and Beyond,c,118
social-impact,Social Impact Strategy: Tools for Entrepreneurs and Innovators,c,228
c-for-everyone,C for Everyone: Programming Fundamentals,c,842
intro-sql,Introduction to Structured Query Language (SQL),c,713
social-economic-networks,Social and Economic Networks:  Models and Analysis,c,6
cats-and-dogs,The Truth About Cats and Dogs,c,426
sports-society,Sports and Society,c,216
ds,Fundamentals of Scalable Data Science,c,355
effective-compliance-programs,Effective Compliance Programs,c,53
transformation-global-food-system,Transformation of the Global Food System,c,71
django-database-web-apps,Web Application Technologies and Django,c,132
curanderismo-plants,Curanderismo: Traditional Healing Using Plants,c,6
python-machine-learning,Applied Machine Learning in Python,c,1171
troubleshooting-debugging-techniques,Troubleshooting and Debugging Techniques,c,179
introduction-programming-unity,Introduction to C# Programming and Unity,c,397
correccion-estilo-variaciones,"Corrección, estilo y  variaciones de la lengua española",c,368
fondamentaux-negociation,Les Fondamentaux de la Négociation,c,73
success,The Science of Success: What Researchers Know that You Should Know,c,553
finance-for-non-financial-managers,Finance for Non-Financial Managers,c,69
music-theory,Getting Started With Music Theory,c,182
horse-care,The Horse Course: Introduction to Basic Care and Management,c,270
verb-passives,Verb Tenses and Passives,c,330
gestion-organizaciones-efectivas,Gestión de organizaciones efectivas,c,615
big-data-introduction,Introduction to Big Data,c,2018
contrats,Rédaction de contrats,c,141
philosophy-cognitive-sciences,Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,c,219
schizophrenia,Schizophrenia,c,223
ecology-conservation,Ecology: Ecosystem Dynamics and Conservation,c,508
game-development,Introduction to Game Development,c,1262
practical-time-series-analysis,Practical Time Series Analysis,c,310
vlsi-cad-logic,VLSI CAD Part I: Logic,c,76
google-kubernetes-engine,Getting Started with Google Kubernetes Engine,c,638
gcp-exploring-preparing-data-bigquery,Exploring ​and ​Preparing ​your ​Data with BigQuery,c,328
six-sigma-organization-advanced,Six Sigma and the Organization (Advanced),c,406
social-work-practice-advocating-social-justice-and-change,Social Work Practice: Advocating Social Justice and Change,c,5
machine-learning-duke,Introduction to Machine Learning,c,215
wharton-launching-startup,Entrepreneurship 2: Launching your Start-Up,c,226
nanotechnology,Nanotechnology: A Maker’s Course,c,450
creative-problem-solving,Creative Problem Solving,c,513
sleep,"Sleep: Neurobiology, Medicine, and Society",c,72
covid-19-what-you-need-to-know,COVID-19: What You Need to Know (CME Eligible),c,1347
classical-sociological-theory,Classical Sociological Theory,c,515
electricity,Electric Industry Operations and Markets,c,164
preparing-cloud-professional-cloud-architect-exam,Preparing for the Google Cloud Professional Cloud Architect Exam,c,158
powerpoint-presentations,Effective Business Presentations with Powerpoint,c,158
wharton-financial-accounting,More Introduction to Financial Accounting,c,95
wharton-cryptocurrency-blockchain-introduction-digital-currency,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,c,130
understanding-arguments,Think Again I: How to Understand Arguments,c,583
develop-your-musicianship,Developing Your Musicianship,c,309
wharton-operations,Introduction to Operations Management,c,468
oralcavity,The Oral Cavity: Portal to Health and Disease,c,92
preparing-cloud-associate-cloud-engineer-exam,Preparing for the Google Cloud Associate Cloud Engineer Exam,c,251
neuroscience-neuroimaging,Fundamental Neuroscience for Neuroimaging,c,319
european-law-fundamentals,European Business Law: Understanding the Fundamentals,c,141
teachlanguageonline,Teach English Now! Teaching Language Online,c,79
front-end-react,Front-End Web Development with React,c,574
music-business-foundations,Music Business Foundations,c,459
intro-business-analytics,Introduction to Business Analytics: Communicating with Data,c,103
ml-foundations,Machine Learning Foundations: A Case Study Approach,c,2692
accounting-analytics,Accounting Analytics,c,468
strategic-business-management-microeconomics,Strategic Business Management - Microeconomics,c,28
epidemic-pandemic-outbreak,"Epidemics, Pandemics and Outbreaks",c,468
roman-architecture,Roman Architecture,c,127
data-management,Research Data Management and Sharing,c,128
introduction-genomics,Introduction to Genomic Technologies,c,475
strategic-management,Strategic Management,c,750
cybersecurity-compliance-framework-system-administration,Cybersecurity Compliance Framework & System Administration,c,176
legal-tech-startups,Legal Tech & Startups,c,44
intro-chemistry,Introduction to Chemistry:  Reactions and Ratios,c,178
stem-cells,The Science of Stem Cells,c,316
the-business-of-product-management-one,The Business of Product Management I,c,5
positive-psychology-resilience,Positive Psychology: Resilience Skills,c,493
ai-for-medical-prognosis,AI for Medical Prognosis,c,87
antibiotic-stewardship,Antibiotic Stewardship,c,37
ux-ui-design-de-interface,UX / UI: Fundamentos para o design de interface,c,126
emt-foundations,EMT Foundations,c,122
iiot-google-cloud-platform,Industrial IoT on Google Cloud Platform,c,585
ibm-penetration-testing-incident-response-forensics,"Penetration Testing, Incident Response and Forensics",c,85
database-management,Database Management Essentials,c,540
role-of-advertising,Advertising and Society,c,149
everyday-chinese-medicine,Everyday Chinese Medicine,c,172
fundamental-machine-learning-healthcare,Fundamentals of Machine Learning for Healthcare,c,10
countering-terror-violent-extremism,New Approaches to Countering Terror: Countering Violent Extremism,c,25
magic-middle-ages,Magic in the Middle Ages,c,379
challenging-forensic-science,Challenging Forensic Science: How Science Should Speak to Court,c,67
exploring-renewable-energy,Exploring Renewable Energy Schemes,c,62
theropods-birds,Paleontology: Theropod Dinosaurs and the Origin of Birds,c,324
corporatestrategy,Corporate Strategy,c,144
getting-started-with-essay-writing,Getting Started with Essay Writing,c,698
actualizacion-manejo-diabetes-tipo-2,Actualización en el manejo del paciente con diabetes mellitus tipo 2,c,253
mastering-final-cut-pro,Mastering Final Cut Pro,c,37
removing-barriers-to-change,Removing Barriers to Change,c,8
tricky-american-english-pronunciation,Tricky American English Pronunciation,c,606
uva-darden-agile-team-management,Managing an Agile Team,c,192
international-law-in-action,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,c,177
competencias-lab,"Competencias Laborales: Perfiles, Evaluación y Capacitación.",c,87
getting-started-with-tensor-flow2,Getting started with TensorFlow 2,c,51
geopolitics-europe,Geopolitics of Europe,c,83
truthinourbones-osteoarchaeology-archaeology,Osteoarchaeology: The Truth in Our Bones,c,124
pca-machine-learning,Mathematics for Machine Learning: PCA,c,522
object-oriented-java,Object Oriented Programming in Java,c,1190
embedded-software-hardware,Embedded Software and Hardware Architecture,c,57
memoir-reader-relationship,Memoir and Personal Essay: Managing Your Relationship with the Reader,c,58
mathematics-and-python,Математика и Python для анализа данных,c,832
aulaconstructivista,Hacia una práctica constructivista en el aula,c,569
uva-darden-agile-testing,Hypothesis-Driven Development,c,105
accounting-data-analytics-python,Accounting Data Analytics with Python,c,8
spectroscopy,Introduction to Molecular Spectroscopy,c,408
managing-as-a-coach,Managing as a Coach,c,282
0,How to Learn Online,e,124980
1,Programming for Everybody (Getting Started with Python),e,293864
2,CS50's Introduction to Computer Science,e,475614
3,The Analytics Edge,e,129555
4,Marketing Analytics: Marketing Measurement Strategy,e,81140
5,Introduction to Project Management,e,301793
6,Leading High-Performing Teams,e,32847
7,The Foundations of Happiness at Work,e,67073
8,"Managing Study, Stress and Mental Health at University",e,23061
9,Six Sigma: Define and Measure,e,92411
10,Fat Chance: Probability from the Ground Up,e,66835
11,Chasing your Dream: How to End Procrastination and Get a Job You Love,e,44711
12,Bitcoin and Cryptocurrencies,e,83398
13,English Grammar and Style,e,0
14,Ethics in Action,e,6366
15,Introduction to FinTech,e,72767
16,Data Science: R Basics,e,475614
17,Python Basics for Data Science,e,228809
18,The Science of Beer,e,39085
19,Strategic Social Media Marketing,e,103640
20,CS50's Introduction to Artificial Intelligence with Python,e,258006
21,CS50's Introduction to Game Development,e,346748
22,Rhetoric: The Art of Persuasive Writing and Public Speaking,e,320225
23,CS50's Web Programming with Python and JavaScript,e,475614
24,Contract Law: From Trust to Promise to Contract,e,414181
25,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",e,380167
26,Justice,e,392588
27,Data Science: Machine Learning,e,276209
28,Child Protection: Children's Rights in Theory and Practice,e,212453
29,IELTS Academic Test Preparation,e,475614
30,The Architectural Imagination,e,406181
31,TOEFL® Test Preparation: The Insider’s Guide,e,475614
32,Principles of Biochemistry,e,257600
33,Using Python for Research,e,262183
34,Hinduism Through Its Scriptures,e,140782
35,Basic Spanish 1: Getting Started,e,400169
36,The Health Effects of Climate Change,e,110024
37,Inglés básico: conversacional y networking,e,79671
38,Statistics and R,e,314586
39,Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),e,145011
40,Pyramids of Giza: Ancient Egyptian Art and Archaeology,e,123870
41,"PredictionX: Omens, Oracles & Prophecies",e,91566
42,Excel: Fundamentos y herramientas,e,284279
43,Lessons from Ebola: Preventing the Next Pandemic,e,91983
